season,country,quarter,semi,final,won,highest
2014/15,Russia,1,0,0,0,1
2014/15,Turkiye,0,0,0,0,0
2014/15,Romania,0,0,0,0,0
2014/15,Bulgaria,0,0,0,0,0
2014/15,Greece,0,0,0,0,0
2014/15,Israel,0,0,0,0,0
2014/15,Sweden,0,0,0,0,0
2014/15,Bosnia and Herzegovina,0,0,0,0,0
2014/15,Belarus,0,0,0,0,0
2014/15,Hungary,0,0,0,0,0
2014/15,Serbia,0,0,0,0,0
2014/15,Poland,0,0,0,0,0
2013/14,England,0,0,0,0,0
2013/14,Germany,0,0,0,0,0
2013/14,Norway,0,0,0,0,0
2013/14,Italy,1,1,0,0,2
2013/14,Scotland,0,0,0,0,0
2013/14,Spain,2,2,1,1,4
2013/14,France,1,0,0,0,1
2013/14,Portugal,2,1,1,0,3
2013/14,Holland,1,0,0,0,1
2013/14,Belgium,0,0,0,0,0
2013/14,Crotia,0,0,0,0,0
2013/14,Czechia,0,0,0,0,0
2013/14,Denmark,0,0,0,0,0
2013/14,Ukraine,0,0,0,0,0
2013/14,Switzerland,1,0,0,0,1
2013/14,Austria,0,0,0,0,0
2013/14,Russia,0,0,0,0,0
2013/14,Turkiye,0,0,0,0,0
2013/14,Romania,0,0,0,0,0
2013/14,Bulgaria,0,0,0,0,0
2013/14,Greece,0,0,0,0,0
2013/14,Israel,0,0,0,0,0
2013/14,Sweden,0,0,0,0,0
2013/14,Bosnia and Herzegovina,0,0,0,0,0
2013/14,Belarus,0,0,0,0,0
2013/14,Hungary,0,0,0,0,0
2013/14,Serbia,0,0,0,0,0
2013/14,Poland,0,0,0,0,0
2012/13,England,3,1,1,1,4
2012/13,Germany,0,0,0,0,0
2012/13,Norway,0,0,0,0,0
2012/13,Italy,1,0,0,0,1
2012/13,Scotland,0,0,0,0,0
2012/13,Spain,0,0,0,0,0
2012/13,France,0,0,0,0,0
2012/13,Portugal,1,1,1,0,3
2012/13,Holland,0,0,0,0,0
2012/13,Belgium,0,0,0,0,0
2012/13,Crotia,0,0,0,0,0
2012/13,Czechia,0,0,0,0,0
2012/13,Denmark,0,0,0,0,0
2012/13,Ukraine,0,0,0,0,0
2012/13,Switzerland,1,1,0,0,2
2012/13,Austria,0,0,0,0,0
2012/13,Russia,1,0,0,0,1
2012/13,Turkiye,1,1,0,0,2
2012/13,Romania,0,0,0,0,0
2012/13,Bulgaria,0,0,0,0,0
2012/13,Greece,0,0,0,0,0
2012/13,Israel,0,0,0,0,0
2012/13,Sweden,0,0,0,0,0
2012/13,Bosnia and Herzegovina,0,0,0,0,0
2012/13,Belarus,0,0,0,0,0
2012/13,Hungary,0,0,0,0,0
2012/13,Serbia,0,0,0,0,0
2012/13,Poland,0,0,0,0,0
2011/12,England,0,0,0,0,0
2011/12,Germany,2,0,0,0,1
2011/12,Norway,0,0,0,0,0
2011/12,Italy,0,0,0,0,0
2011/12,Scotland,0,0,0,0,0
2011/12,Spain,3,3,2,1,4
2011/12,France,0,0,0,0,0
2011/12,Portugal,1,1,0,0,2
2011/12,Holland,1,0,0,0,1
2011/12,Belgium,0,0,0,0,0
2011/12,Crotia,0,0,0,0,0
2011/12,Czechia,0,0,0,0,0
2011/12,Denmark,0,0,0,0,0
2011/12,Ukraine,1,0,0,0,1
2011/12,Switzerland,0,0,0,0,0
2011/12,Austria,0,0,0,0,0
2011/12,Russia,0,0,0,0,0
2011/12,Turkiye,0,0,0,0,0
2011/12,Romania,0,0,0,0,0
2011/12,Bulgaria,0,0,0,0,0
2011/12,Greece,0,0,0,0,0
2011/12,Israel,0,0,0,0,0
2011/12,Sweden,0,0,0,0,0
2011/12,Bosnia and Herzegovina,0,0,0,0,0
2011/12,Belarus,0,0,0,0,0
2011/12,Hungary,0,0,0,0,0
2011/12,Serbia,0,0,0,0,0
2011/12,Poland,0,0,0,0,0
2010/11,England,0,0,0,0,0
2010/11,Germany,0,0,0,0,0
2010/11,Norway,0,0,0,0,0
2010/11,Italy,0,0,0,0,0
2010/11,Scotland,0,0,0,0,0
2010/11,Spain,1,1,0,0,2
2010/11,France,0,0,0,0,0
2010/11,Portugal,3,3,2,1,4
2010/11,Holland,2,0,0,0,1
2010/11,Belgium,0,0,0,0,0
2010/11,Crotia,0,0,0,0,0
2010/11,Czechia,0,0,0,0,0
2010/11,Denmark,0,0,0,0,0
2010/11,Ukraine,1,0,0,0,1
2010/11,Switzerland,0,0,0,0,0
2010/11,Austria,0,0,0,0,0
2010/11,Russia,1,0,0,0,1
2010/11,Turkiye,0,0,0,0,0
2010/11,Romania,0,0,0,0,0
2010/11,Bulgaria,0,0,0,0,0
2010/11,Greece,0,0,0,0,0
2010/11,Israel,0,0,0,0,0
2010/11,Sweden,0,0,0,0,0
2010/11,Bosnia and Herzegovina,0,0,0,0,0
2010/11,Belarus,0,0,0,0,0
2010/11,Hungary,0,0,0,0,0
2010/11,Serbia,0,0,0,0,0
2010/11,Poland,0,0,0,0,0
2009/10,England,2,2,1,0,3
2009/10,Germany,2,1,0,0,2
2009/10,Norway,0,0,0,0,0
2009/10,Italy,0,0,0,0,0
2009/10,Scotland,0,0,0,0,0
2009/10,Spain,2,1,1,1,4
2009/10,France,0,0,0,0,0
2009/10,Portugal,1,0,0,0,1
2009/10,Holland,0,0,0,0,0
2009/10,Belgium,1,0,0,0,1
2009/10,Crotia,0,0,0,0,0
2009/10,Czechia,0,0,0,0,0
2009/10,Denmark,0,0,0,0,0
2009/10,Ukraine,0,0,0,0,0
2009/10,Switzerland,0,0,0,0,0
2009/10,Austria,0,0,0,0,0
2009/10,Russia,0,0,0,0,0
2009/10,Turkiye,0,0,0,0,0
2009/10,Romania,0,0,0,0,0
2009/10,Bulgaria,0,0,0,0,0
2009/10,Greece,0,0,0,0,0
2009/10,Israel,0,0,0,0,0
2009/10,Sweden,0,0,0,0,0
2009/10,Bosnia and Herzegovina,0,0,0,0,0
2009/10,Belarus,0,0,0,0,0
2009/10,Hungary,0,0,0,0,0
2009/10,Serbia,0,0,0,0,0
2009/10,Poland,0,0,0,0,0
2008/09,England,1,0,0,0,1
2008/09,Germany,2,2,1,0,3
2008/09,Norway,0,0,0,0,0
2008/09,Italy,1,0,0,0,1
2008/09,Scotland,0,0,0,0,0
2008/09,Spain,0,0,0,0,0
2008/09,France,2,0,0,0,1
2008/09,Portugal,0,0,0,0,0
2008/09,Holland,0,0,0,0,0
2008/09,Belgium,0,0,0,0,0
2008/09,Crotia,0,0,0,0,0
2008/09,Czechia,0,0,0,0,0
2008/09,Denmark,0,0,0,0,0
2008/09,Ukraine,2,2,1,1,4
2008/09,Switzerland,0,0,0,0,0
2008/09,Austria,0,0,0,0,0
2008/09,Russia,0,0,0,0,0
2008/09,Turkiye,0,0,0,0,0
2008/09,Romania,0,0,0,0,0
2008/09,Bulgaria,0,0,0,0,0
2008/09,Greece,0,0,0,0,0
2008/09,Israel,0,0,0,0,0
2008/09,Sweden,0,0,0,0,0
2008/09,Bosnia and Herzegovina,0,0,0,0,0
2008/09,Belarus,0,0,0,0,0
2008/09,Hungary,0,0,0,0,0
2008/09,Serbia,0,0,0,0,0
2008/09,Poland,0,0,0,0,0
2007/08,England,0,0,0,0,0
2007/08,Germany,2,1,0,0,2
2007/08,Norway,0,0,0,0,0
2007/08,Italy,1,1,0,0,2
2007/08,Scotland,1,1,1,0,3
2007/08,Spain,1,0,0,0,1
2007/08,France,0,0,0,0,0
2007/08,Portugal,1,0,0,0,1
2007/08,Holland,1,0,0,0,1
2007/08,Belgium,0,0,0,0,0
2007/08,Crotia,0,0,0,0,0
2007/08,Czechia,0,0,0,0,0
2007/08,Denmark,0,0,0,0,0
2007/08,Ukraine,0,0,0,0,0
2007/08,Switzerland,0,0,0,0,0
2007/08,Austria,0,0,0,0,0
2007/08,Russia,1,1,1,1,4
2007/08,Turkiye,0,0,0,0,0
2007/08,Romania,0,0,0,0,0
2007/08,Bulgaria,0,0,0,0,0
2007/08,Greece,0,0,0,0,0
2007/08,Israel,0,0,0,0,0
2007/08,Sweden,0,0,0,0,0
2007/08,Bosnia and Herzegovina,0,0,0,0,0
2007/08,Belarus,0,0,0,0,0
2007/08,Hungary,0,0,0,0,0
2007/08,Serbia,0,0,0,0,0
2007/08,Poland,0,0,0,0,0
2006/07,England,1,0,0,0,1
2006/07,Germany,2,1,0,0,2
2006/07,Norway,0,0,0,0,0
2006/07,Italy,0,0,0,0,0
2006/07,Scotland,0,0,0,0,0
2006/07,Spain,3,3,2,1,4
2006/07,France,0,0,0,0,0
2006/07,Portugal,1,0,0,0,1
2006/07,Holland,1,0,0,0,1
2006/07,Belgium,0,0,0,0,0
2006/07,Crotia,0,0,0,0,0
2006/07,Czechia,0,0,0,0,0
2006/07,Denmark,0,0,0,0,0
2006/07,Ukraine,0,0,0,0,0
2006/07,Switzerland,0,0,0,0,0
2006/07,Austria,0,0,0,0,0
2006/07,Russia,0,0,0,0,0
2006/07,Turkiye,0,0,0,0,0
2006/07,Romania,0,0,0,0,0
2006/07,Bulgaria,0,0,0,0,0
2006/07,Greece,0,0,0,0,0
2006/07,Israel,0,0,0,0,0
2006/07,Sweden,0,0,0,0,0
2006/07,Bosnia and Herzegovina,0,0,0,0,0
2006/07,Belarus,0,0,0,0,0
2006/07,Hungary,0,0,0,0,0
2006/07,Serbia,0,0,0,0,0
2006/07,Poland,0,0,0,0,0
2005/06,England,1,1,1,0,3
2005/06,Germany,1,1,0,0,2
2005/06,Norway,0,0,0,0,0
2005/06,Italy,0,0,0,0,0
2005/06,Scotland,0,0,0,0,0
2005/06,Spain,1,1,1,1,4
2005/06,France,0,0,0,0,0
2005/06,Portugal,0,0,0,0,0
2005/06,Holland,0,0,0,0,0
2005/06,Belgium,0,0,0,0,0
2005/06,Crotia,0,0,0,0,0
2005/06,Czechia,0,0,0,0,0
2005/06,Denmark,0,0,0,0,0
2005/06,Ukraine,0,0,0,0,0
2005/06,Switzerland,1,0,0,0,1
2005/06,Austria,0,0,0,0,0
2005/06,Russia,1,0,0,0,1
2005/06,Turkiye,0,0,0,0,0
2005/06,Romania,2,1,0,0,2
2005/06,Bulgaria,1,0,0,0,1
2005/06,Greece,0,0,0,0,0
2005/06,Israel,0,0,0,0,0
2005/06,Sweden,0,0,0,0,0
2005/06,Bosnia and Herzegovina,0,0,0,0,0
2005/06,Belarus,0,0,0,0,0
2005/06,Hungary,0,0,0,0,0
2005/06,Serbia,0,0,0,0,0
2005/06,Poland,0,0,0,0,0
2004/05,England,1,0,0,0,1
2004/05,Germany,0,0,0,0,0
2004/05,Norway,0,0,0,0,0
2004/05,Italy,1,1,0,0,2
2004/05,Scotland,0,0,0,0,0
2004/05,Spain,1,0,0,0,1
2004/05,France,1,0,0,0,1
2004/05,Portugal,1,1,1,0,3
2004/05,Holland,1,1,0,0,2
2004/05,Belgium,0,0,0,0,0
2004/05,Crotia,0,0,0,0,0
2004/05,Czechia,0,0,0,0,0
2004/05,Denmark,0,0,0,0,0
2004/05,Ukraine,0,0,0,0,0
2004/05,Switzerland,0,0,0,0,0
2004/05,Austria,1,0,0,0,1
2004/05,Russia,1,1,1,1,4
2004/05,Turkiye,0,0,0,0,0
2004/05,Romania,0,0,0,0,0
2004/05,Bulgaria,0,0,0,0,0
2004/05,Greece,0,0,0,0,0
2004/05,Israel,0,0,0,0,0
2004/05,Sweden,0,0,0,0,0
2004/05,Bosnia and Herzegovina,0,0,0,0,0
2004/05,Belarus,0,0,0,0,0
2004/05,Hungary,0,0,0,0,0
2004/05,Serbia,0,0,0,0,0
2004/05,Poland,0,0,0,0,0
2003/04,England,1,1,0,0,2
2003/04,Germany,0,0,0,0,0
2003/04,Norway,0,0,0,0,0
2003/04,Italy,1,0,0,0,1
2003/04,Scotland,1,0,0,0,1
2003/04,Spain,2,2,1,1,4
2003/04,France,2,1,1,0,3
2003/04,Portugal,0,0,0,0,0
2003/04,Holland,1,0,0,0,1
2003/04,Belgium,0,0,0,0,0
2003/04,Crotia,0,0,0,0,0
2003/04,Czechia,0,0,0,0,0
2003/04,Denmark,0,0,0,0,0
2003/04,Ukraine,0,0,0,0,0
2003/04,Switzerland,0,0,0,0,0
2003/04,Austria,0,0,0,0,0
2003/04,Russia,0,0,0,0,0
2003/04,Turkiye,0,0,0,0,0
2003/04,Romania,0,0,0,0,0
2003/04,Bulgaria,0,0,0,0,0
2003/04,Greece,0,0,0,0,0
2003/04,Israel,0,0,0,0,0
2003/04,Sweden,0,0,0,0,0
2003/04,Bosnia and Herzegovina,0,0,0,0,0
2003/04,Belarus,0,0,0,0,0
2003/04,Hungary,0,0,0,0,0
2003/04,Serbia,0,0,0,0,0
2003/04,Poland,0,0,0,0,0
2002/03,England,1,0,0,0,1
2002/03,Germany,0,0,0,0,0
2002/03,Norway,0,0,0,0,0
2002/03,Italy,1,1,0,0,2
2002/03,Scotland,1,1,1,0,3
2002/03,Spain,1,0,0,0,1
2002/03,France,0,0,0,0,0
2002/03,Portugal,2,2,1,1,4
2002/03,Holland,0,0,0,0,0
2002/03,Belgium,0,0,0,0,0
2002/03,Crotia,0,0,0,0,0
2002/03,Czechia,0,0,0,0,0
2002/03,Denmark,0,0,0,0,0
2002/03,Ukraine,0,0,0,0,0
2002/03,Switzerland,0,0,0,0,0
2002/03,Austria,0,0,0,0,0
2002/03,Russia,0,0,0,0,0
2002/03,Turkiye,1,0,0,0,1
2002/03,Romania,0,0,0,0,0
2002/03,Bulgaria,0,0,0,0,0
2002/03,Greece,1,0,0,0,1
2002/03,Israel,0,0,0,0,0
2002/03,Sweden,0,0,0,0,0
2002/03,Bosnia and Herzegovina,0,0,0,0,0
2002/03,Belarus,0,0,0,0,0
2002/03,Hungary,0,0,0,0,0
2002/03,Serbia,0,0,0,0,0
2002/03,Poland,0,0,0,0,0
2001/02,England,0,0,0,0,0
2001/02,Germany,1,1,1,0,3
2001/02,Norway,0,0,0,0,0
2001/02,Italy,2,2,0,0,2
2001/02,Scotland,0,0,0,0,0
2001/02,Spain,1,0,0,0,1
2001/02,France,0,0,0,0,0
2001/02,Portugal,0,0,0,0,0
2001/02,Holland,2,1,1,1,4
2001/02,Belgium,0,0,0,0,0
2001/02,Crotia,0,0,0,0,0
2001/02,Czechia,1,0,0,0,1
2001/02,Denmark,0,0,0,0,0
2001/02,Ukraine,0,0,0,0,0
2001/02,Switzerland,0,0,0,0,0
2001/02,Austria,0,0,0,0,0
2001/02,Russia,0,0,0,0,0
2001/02,Turkiye,0,0,0,0,0
2001/02,Romania,0,0,0,0,0
2001/02,Bulgaria,0,0,0,0,0
2001/02,Greece,0,0,0,0,0
2001/02,Israel,1,0,0,0,1
2001/02,Sweden,0,0,0,0,0
2001/02,Bosnia and Herzegovina,0,0,0,0,0
2001/02,Belarus,0,0,0,0,0
2001/02,Hungary,0,0,0,0,0
2001/02,Serbia,0,0,0,0,0
2001/02,Poland,0,0,0,0,0
2000/01,England,1,1,1,1,4
2000/01,Germany,1,1,0,0,2
2000/01,Norway,0,0,0,0,0
2000/01,Italy,0,0,0,0,0
2000/01,Scotland,0,0,0,0,0
2000/01,Spain,4,2,1,0,3
2000/01,France,0,0,0,0,0
2000/01,Portugal,1,0,0,0,1
2000/01,Holland,1,0,0,0,1
2000/01,Belgium,0,0,0,0,0
2000/01,Crotia,0,0,0,0,0
2000/01,Czechia,0,0,0,0,0
2000/01,Denmark,0,0,0,0,0
2000/01,Ukraine,0,0,0,0,0
2000/01,Switzerland,0,0,0,0,0
2000/01,Austria,0,0,0,0,0
2000/01,Russia,0,0,0,0,0
2000/01,Turkiye,0,0,0,0,0
2000/01,Romania,0,0,0,0,0
2000/01,Bulgaria,0,0,0,0,0
2000/01,Greece,0,0,0,0,0
2000/01,Israel,0,0,0,0,0
2000/01,Sweden,0,0,0,0,0
2000/01,Bosnia and Herzegovina,0,0,0,0,0
2000/01,Belarus,0,0,0,0,0
2000/01,Hungary,0,0,0,0,0
2000/01,Serbia,0,0,0,0,0
2000/01,Poland,0,0,0,0,0
1999/00,England,2,2,1,0,3
1999/00,Germany,1,0,0,0,1
1999/00,Norway,0,0,0,0,0
